,Allwords,Unweighted Clustering Score,Weighted Clustering Score,Categorical Reasoning Score
291,"EVEN, LEVEL, STABLE, STEADY, LANCE, PIN, SKEWER, SPIT, BILLBOARD, PITCHFORK, ROLLING STONE, SPIN, UNIFORM, BICYCLE, TRILOGY, QUADRANT",0,0,0
292,"DRILL, PRACTICE, STUDY, TRAIN, HOSE, PIPE, STRAW, TUBE, CANDLESTICK, KNIFE, ROPE, WRENCH, CIGARETTE, BIKE, TICKET, SPORTS",1,2,1
293,"HOWEVER, STILL, THOUGH, YET, HEAR, KNOCK, THERE, TUT, ARE, SEE, WHY, YOU, FAMILY, FLUSH, JELLY, WE",1,1,1
294,"BURN, KINDLE, LIGHT, TORCH, DATA, INFO, INTEL, NEWS, DELL, GLEN, HOLLOW, VALLEY, APPLE, COMPUTER, PLANET, REACTOR",1,2,1
295,"FOLLOW, LIKE, SHARE, SUBSCRIBE, DARN, HEM, SEAM, SEW, ER, HOUSE, RATCHED, SCRUBS, ERM, UH, UM, WELL",3,6,3
296,"DAISY, ROSE, TULIP, VIOLET, BARN, CHICKEN, FARMER, TRACTOR, ASTER, CARPENTER, CRAVEN, WAN, DUST, LIFE, SPORTS, YELLOW",1,2,1
297,"BEAK, FEATHER, TALON, WING, FLASH, HEARTBEAT, SECOND, WINK, BAMBOO, DRAGON, SEASON, WIND, BELLY, HOT, PANIC, SNOOZE",1,1,1
298,"HASH, JUMBLE, MEDLEY, STEW, CHALLENGE, CONFRONT, FACE, OPPOSE, BROOD, CLUTCH, HATCH, LITTER, BODY, BRIDGE, FRET, NECK",4,10,3
299,"SIGHT, SMELL, TASTE, TOUCH, DRESS, LOOK, MANNER, STYLE, DITTO, LIKEWISE, SAME, SECOND, BLUE, HARVEST, NEW, SAILOR",1,1,1
300,"BRASS, CHEEK, GALL, NERVE, COPPER, GOLD, NICKEL, SILVER, MERCURY, SKY, SPARKS, LIBERTY, CARS, ELEPHANTS, SWIMMERS, TREES",0,0,0
301,"BUILD, GROW, SWELL, MOUNT, ACES, KEEN, NEATO, NIFTY, FOAM, FROTH, HEAD, LATHER, BUBBLE, GLOBE, MARBLE, PEARL",2,3,2
302,"FUTURE, PAST, PERFECT, PRESENT, GOODNESS, HEAVENS, LORD, MERCY, DRUMMER, LADY, RING, SWAN, CORN, COUGH, MAPLE, SIMPLE",0,0,0
303,"COLONY, HERD, PRIDE, SCHOOL, CRANNY, NICHE, NOOK, RECESS, CLASSIC, DEFINITIVE, MODEL, TEXTBOOK, BACKPACK, BIGWIG, DOWNTOWN, RAGTAG",0,0,0
304,"FOCUS, RING, SILENT, VIBRATE, DRIVE, INSPIRE, MOTIVATE, SPUR, CONNECTION, FEELINGS, SPARK, VIBE, CANDY, COPY, KNOCKS, SELTZER",0,0,0
305,"CHILL, HANG, LOAF, LOUNGE, BANGER, BOP, GROOVE, JAM, MASH, ROAST, SCONE, TRIFLE, BIND, PICKLE, SCRAPE, SPOT",1,2,1
306,"BOWL, DISH, PLATE, SAUCER, BALONEY, BUNK, CROCK, TRIPE, CUP, HOOK, STRAP, WIRE, LASER, RADAR, SCUBA, SPAM",2,6,2
307,"DEN, HIVE, LAIR, NEST, CLOUD, METAVERSE, NET, WEB, EQUAL, EVEN, FAIR, JUST, GOOD, IMPOSSIBLE, NOTHING, WARREN",4,10,3
308,"FABRICATE, FAKE, FIX, FORGE, FIDDLESTICKS, FIE, FRICK, FUDGE, FARGO, FIREFLY, FLEABAG, FLIPPER, FASHION, FOOD, FORWARD, FRIENDS",1,2,1
309,"BORE, DRAG, SNOOZE, YAWN, BREEZE, DRAFT, GUST, PUFF, BITE, KICK, TANG, ZIP, BOXER, GOGGLE, PANT, TONG",1,2,1
310,"BOO, HISS, JEER, RASPBERRY, BOMB, DUD, FLOP, LEMON, DESERT, GHOST, IGNORE, JILT, BOTTOM, CANDY, GARDEN, STAR",4,10,4
311,"FRIDAY, SATURDAY, SUNDAY, THURSDAY, ROT, SOUR, SPOIL, TURN, FESTER, LURCH, THING, WEDNESDAY, CAT, CHANCE, LIP, TUESDAY",0,0,0
312,"FILE, HAMMER, LEVEL, SAW, JERK, TUG, WRENCH, YANK, COPY, FIND, PRINT, SAVE, BABE, BEETHOVEN, CHARLOTTE, WILLY",1,3,1
313,"BOTTOM, BUNS, SEAT, TAIL, CORD, CRADLE, DIAL, HANDSET, CRIB, DIGS, JOINT, PAD, BOOTY, LOOT, SPOILS, SWAG",4,10,4
314,"FAVA, KIDNEY, LIMA, PINTO, LAGOS, LIMERICK, LINCOLN, LUXOR, LINE, METER, RHYME, VERSE, CREATOR, DUDE, RAPPER, STALLION",4,10,4
315,"BLOCK, COVER, HIDE, MASK, CROWN, DIAL, HAND, STRAP, LASSO, SHIELD, SWORD, TIARA, CANDIDATE, FAUCET, MASCARA, NOSE",0,0,0
316,"ACTION, CAMERA, CUT, LIGHTS, CAN, COULD, MAY, MIGHT, HEAD, LEAD, PRIME, TOP, BUTCHER, SCRAP, TOILET, WAX",1,2,1
317,"GENESIS, GERM, SEED, SOURCE, ACTS, JOB, KINGS, MARK, FLAMES, KRAKEN, STARS, WILD, NAP, PLANT, RANGER, TRIP",1,3,1
318,"CORN, CUCUMBER, PEPPER, TOMATO, CROWN, DOME, MELON, NOODLE, CUT, NUMBER, SINGLE, TRACK, BIRD, KETTLE, REFEREE, TRAIN",4,10,2
319,"ANNIVERSARY, BIRTHDAY, SHOWER, WEDDING, BARS, RECEPTION, SERVICE, SIGNAL, BATH, DERBY, READING, SANDWICH, COMIC, MET, ROCK, SOAP",0,0,0
320,"DARREN, KAREN, SHARON, AARON, DALE, BROOK, SAVANNA, CLIFF, DREW, ROSE, WILL, MAY, EVE, HANNAH, OTTO, NATAN",0,0,0
321,"DEAD, HAHA, LOL, ROFL, DADA, DECO, GOTHIC, POP, HOOK, NANA, PETER, WENDY, BIRD, GAGA, LUCK, MACBETH",2,3,2
322,"ARM, BRANCH, CHAPTER, WING, BUSHEL, PECK, STONE, TON, ANGEL, CUB, MET, RED, AUNT, BEATLE, FLEE, NAT",1,2,1
323,"MISTLETOE, REINDEER, SNOWMAN, STOCKING, DISPLAY, EXHIBIT, PRESENT, SHOW, BAGEL, CHEERIO, DONUT, LIFESAVER, CANDY CANE, CROSSWALK, REFEREE, TIGER",4,10,4
324,"AFGHAN, ALPACA, ANGORA, YAK, BLATHER, CHAT, JABBER, GAB, CONVERSE, JORDAN, PUMA, VANS, LEAD, SPEECH, TRIAL, WATER",4,10,2
325,"BOW, KNEEL, SALUTE, STAND, CLOCK, MAIL, MAPS, NOTES, DOWN, FUR, SCALES, SHELL, ARROW, DOG, FINGER, HINT",1,1,0
326,"CUP, LID, STIRRER, STRAW, BAT, MOTH, OWL, WOLF, BEET, BRICK, CARDINAL, POPPY, ACTION, BALLPARK, GO, STICK",4,10,3
327,"CLUB, DIAMOND, HEART, SPADE, IRON, PUTTER, WEDGE, WOOD, ACHE, LONG, PINE, THIRST, LOW, SHORT, SHY, WANTING",1,1,1
328,"CENTRAL, CRITICAL, KEY, VITAL, GLASS, METAL, PAPER, PLASTIC, HENRY, JENNIFER, KATE, ROCK, ASSIGNMENT, DEFEAT, TEMPO, TIRED",4,10,2
329,"FLASH, GLEAM, GLITTER, SPARKLE, FISH, FORAGE, HUNT, TRAP, BOUNCE, CRUNK, DRILL, GRIME, BEER, BULB, RAIL, YEAR",3,7,2
330,"ACORN, CONE, POLLEN, SAP, CHOCOLATE, GUM, LICORICE, LOLLIPOP, CHUMP, FOOL, MARK, SUCKER, FACE, HURRICANE, NEEDLE, POTATO",4,10,3
331,"BOA, MAMBA, PYTHON, VIPER, GARTER, SLIP, TEDDY, THONG, ABSTRACT, BRIEF, DIGEST, RUNDOWN, CIRCLE, HOUSE, MONTY, MOON",4,10,4
332,"BOUQUET, RING, TRAIN, VEIL, CAKE, COAT, COVER, CRUST, BLACK, FROST, MA, SPARROW, BOOK, GRAM, IN, TUBE",0,0,0
333,"GRATER, LADLE, PEELER, WHISK, BIRD, FISH, MAMMAL, REPTILE, DINOSAUR, MUSHROOM, PLUMBER, PRINCESS, BUNKER, CLEAVER, PARTRIDGE, TANNER",1,2,0
334,"FIT, HEALTHY, SOUND, STRONG, DIP, DROP, FALL, SINK, FOUNTAIN, SPRING, TAP, WELL, KEYS, NICKS, SUMMER, SWIFT",1,1,1
335,"FLOAT, MALT, SHAKE, SUNDAE, CONCRETE, FIRM, SOLID, TANGIBLE, GLASS, OLD, SIGNS, SPLIT, DASH, HOVER, KEY, STAR",1,1,1
336,"BARTENDER, CHEF, HOST, SERVER, BUS, CAR, MOTORCYCLE, TRUCK, ANIMAL, BEAKER, GONZO, SCOOTER, DIGIT, DOG, MITT, PIGGY",1,1,1
337,"BACKUP, COPY, EXTRA, SPARE, ALLEY, BALL, LANE, PIN, MUG, PEN, TEE, TOTE, ATE, FOR, TOO, WON",1,1,1
338,"BOOKMARK, HISTORY, TAB, WINDOW, BUTTON, COLLAR, CUFF, POCKET, BOND, LINK, RELATION, TIE, DOZEN, JOKE, LAUNDRY, MARTINI",4,10,3
339,"BRIGHT, CLEVER, QUICK, SHARP, ALASKA, FRONTIER, SOUTHWEST, SPIRIT, COWBOY, DRIFTER, OUTLAW, SHERIFF, LASSO, MARS, ROGERS, SMART",0,0,0
340,"APRICOT, FIG, GRAPE, LIME, DELUXE, GRAND, LAVISH, OPULENT, BERRY, FOSTER, STONE, SWANK, ENVIOUS, FRESH, NAIVE, UNWELL",1,2,1
341,"GIANT, PRINCESS, WITCH, WOLF, BISHOP, MATE, GAMBIT, QUEEN, CHARLIE, PEPPERMINT PATTY, PIGPEN, WOODSTOCK, LUCY, NEW YORK, ROCK N ROLL, YOU",2,3,2
342,"BUFFALO, COW, GOAT, SHEEP, BEAM, GLOW, RADIATE, SHINE, FLOOR, HORSE, RINGS, VAULT, CUTIE, ENVY, EXCEL, SEEDY",1,2,1
343,"IRIS, LENS, PUPIL, RETINA, BOGUS, FAKE, PHONY, SHAM, COPY, OUT, OVER, ROGER, ALEJANDRO, LOLA, MICHELLE, STAN",2,3,2
344,"GET OUT, GO, LEAVE, SCRAM, ME, THEM, US, YOU, NOPE, OPEN, PEON, PONE, BEANIE, FUR, NEPO, SANTA",2,3,2
345,"CHAI, COCOA, COFFEE, TEA, BUZZ, CLUCK, MEOW, OINK, BARK, BRANCH, ROOT, TRUNK, DIRT, DISH, SCOOP, SKINNY",1,1,1
346,"BAT, COBWEB, PUMPKIN, TOMBSTONE, 24, BONES, FIREFLY, WEEDS, 7, BAR, BELL, CHERRY, 22, 451, 2001, 20,000",0,0,0
347,"ANACONDA, CAPYBARA, JAGUAR, TOUCAN, BASE, BOTTOM, FOOT, FOUNDATION, COMPANY, GREASE, HAIR, RENT, CHANGE, CUCUMBER, LEGS, LION",1,1,1
348,"BALL, OUT, SAFE, STRIKE, FORGE, FURNACE, KILN, OVEN, CARP, CATFISH, FLOUNDER, SMELT, COLONEL, SALMON, WALK, YOLK",1,2,1
349,"ESSENCE, HEART, SPIRIT, SOUL, CIDER, PORT, SAKE, STOUT, BRAVE, CARS, COCO, UP, DEMO, RED, SCOTCH, TICKER",2,4,2
350,"HORROR, PICTURE, ROCKY, SHOW, FRAMED, RABBIT, ROGER, WHO, HARRY, MET, SALLY, WHEN, FURY, MAD, MAX, ROAD",1,1,1
351,"GNOME, GOBLIN, OGRE, TROLL, BUD, LEAF, PETAL, STALK, AGENT, MOLE, PLANT, SPY, DRAGON, HORSE, RABBIT, TIGER",1,2,1
352,"CHART, DIAGRAM, GRAPH, MAP, BONUS, EXTRA, ICING, PERK, GRAVY, PIE, STUFFING, TURKEY, I RAN, ISTANBUL, MONTERO, SATISFACTION",1,1,1
353,"BRUSH, CANVAS, EASEL, PALETTE, DRIVE, NEUTRAL, PARK, REVERSE, COMB, GEAR, SAW, ZIPPER, FIRST, FOLDING, HIGH, LAWN",1,1,1
354,"COW, DOE, HEN, MARE, I, IT, THEY, WE, D, L, M, V, EWE, U, YEW, YOU",0,0,0
355,"BARE, NAKED, NUDE, UNCLAD, BUN, DANISH, MUFFIN, TURNOVER, FUMBLE, PUNT, SACK, SNAP, BUFF, CLIP, FILE, POLISH",4,10,3
356,"GOBLET, SNIFTER, TUMBLER, STEIN, CLARINET, FLUTE, OBOE, SAXOPHONE, BISHOP, FROST, OLDS, POUND, BALLOON, BASSOON, COFFEE, FRICASSEE",0,0,0
357,"FRY, NACHO, POPPER, WING, BINGO, CORRECT, RIGHT, YES, CHIP, DING, NICK, SCRATCH, APPLE, CRACKER, FLAP, LUMBER",2,5,2
358,"SANDBOX, SEESAW, SLIDE, SWING, CLOUT, PULL, SWAY, WEIGHT, ANKH, CROOK, EYE, SCARAB, COURIER, IMPACT, PAPYRUS, TIMES",1,1,1
359,"BOOK, BOUNCE, RUN, SPLIT, FOX, IBEX, LYNX, ORYX, EBONY, JET, ONYX, RAVEN, ASH, BLACK, CYBER, FAT",1,2,1
360,"BLISS, CLOUD NINE, HEAVEN, PARADISE, CON, FAST ONE, HUSTLE, RACKET, HIGH FIVE, HUG, SHAKE, WAVE, BUCKET, GUEST, TOP TEN, WISH",4,10,4
361,"BREAST, DRUMSTICK, TENDER, WING, DRIVER, EAGLE, HOLE, STROKE, CYMBAL, KICK, SNARE, TOM, INFANT, PUB, SWIMMING, TICKER",3,6,3
362,"RISK, SORRY, TABOO, TROUBLE, BUSINESS, NATIONAL, OPINION, STYLE, ATLAS, HERMES, NIKE, PARIS, FOXY, GUCCI, KILLER, NOTORIOUS",0,0,0
363,"BASH, BLOWOUT, PARTY, SHINDIG, CRICKET, PUPPET, WHALE, WOODCARVER, COUNTER, MIXER, RANGE, SINK, BUNNY, EGG, ISLAND, SUNDAY",1,1,1
364,"DODO, MAMMOTH, MASTODON, TRILOBITE, BUSTS, FLOPS, MISSES, TURKEYS, DUDS, GETUP, OUTFIT, THREADS, PECK, SMACK, SMOOCH, X",4,10,4
365,"BEARD, GOATEE, MUSTACHE, STUBBLE, GEAR, HANDLEBAR, PEDAL, WHEEL, DOG, FOLLOW, TAIL, TRACK, DOUBT, MOVIE, SHADOW, VOTE",2,3,2
366,"ACTOR, DANCER, SINGER, STAND-UP, COMET, CUPID, DASHER, VIXEN, CARD, CHOCOLATE, HEART, ROSE, BOYS, LIEUTENANT, SANTA, TASTE",4,10,3
367,"ARIZONA, COLORADO, NEVADA, UTAH, CRUSH, MUG, SPRITE, SQUIRT, GENESIS, KANSAS, RUSH, YES, HAWK, MONTANA, SOPRANO, STARK",1,2,1
368,"COOLER, LANTERN, SLEEPING BAG, TENT, BARB, DIG, DISS, JAB, MINUTE, SLIGHT, SMALL, WEE, CAMPER, HOUR, MEAL, MEDIUM",2,5,2
369,"BUD, CHUM, MATE, PAL, CROCK, POT, SKILLET, WOK, CLOG, PUMP, SLIDE, WEDGE, GRASS, HERB, MARY JANE, WEED",4,10,4
370,"CUP, GALLON, PINT, QUART, AWFUL, QUITE, SUPER, VERY, RAND, REAL, STERLING, WON, CARROT, COFFEE, POUND, SPONGE",1,1,1
371,"CAKE, COBBLER, PIE, TART, FISHER, MASON, MILLER, SMITH, DISTORT, DOCTOR, FUDGE, TWIST, DANCE, MEAL, ONE, ROOT",2,7,2
372,"CENTURY, DECADE, MILLENNIUM, YEAR, CEREAL, OMELET, PANCAKE, WAFFLE, BACON, CLOSE, MUNCH, WHISTLER, EGG, JUROR, MONTH, ROSE",0,0,0
373,"GAS, LIQUID, PLASMA, SOLID, JUICE, SPIRIT, STEAM, VIGOR, AIR, EARTH, FIRE, WATER, CIRCUS, SATURN, TREE, WEDDING",4,10,4
374,"FIDO, LUCKY, ROVER, SPOT, CATCH, NOTICE, OBSERVE, SEE, BAIT, CHUM, FLY, SINKER, BONE, REX, SHIRT, STORM",0,0,0
375,"BUCKLE, BUTTON, SNAP, ZIP, JACK, NADA, NOTHING, SQUAT, CURL, LUNGE, PLANK, PRESS, CRUNCH, KANGAROO, OBVIOUS, PLANET",1,1,1
376,"CO, MA, ME, PA, DO, FA, LA, TI, MU, NU, PI, XI, FE, HE, NA, NI",2,5,2
377,"EINSTEIN, FEYNMAN, HAWKING, OPPENHEIMER, FACULTY, FLAIR, GENIUS, GIFT, BARBIE, BUSH, CRIKEY, MATE, MATCH, MOOT, SELLING, WEST",3,6,3
378,"PURGE, RING, SAW, SCREAM, COURT, DIAMOND, FIELD, RINK, CHARM, DELIGHT, PLEASE, TICKLE, ANKLET, BANGLE, BROOCH, PENDANT",2,4,2
379,"FEW, HANDFUL, SEVERAL, SOME, GLOBE, JOURNAL, POST, SUN, ASTEROID, COMET, MOON, PLANET, LYME, MELLON, PAIR, PLUMB",2,4,2
380,"MITE, SCORPION, SPIDER, TICK, CHAR, EEL, PERCH, SHARK, BLACK WIDOW, BLADE, FLASH, STORM, CATFISH, CRIBS, JACKASS, STATE",1,1,1
381,"HORROR, MUSICAL, ROMANCE, WESTERN, HOUNDSTOOTH, PAISLEY, PLAID, STRIPES, FIB, FICTION, LIE, TALE, DOT, GOOBER, KISS, WHOPPER",2,3,2
382,"ASTEROIDS, BREAKOUT, FROGGER, PONG, HUSTLE, SALSA, SWING, TANGO, PINCH, SPREAD, SWIPE, TAP, CENT, CHAINZ, PAC, SAVAGE",4,10,3
383,"BLOCKS, DOLL, TOP, YO-YO, BAGGAGE, EGGNOG, GIGGLE, LEGGINGS, DUNCAN, JULIET, PUCK, VIOLA, FISH, HOCKEY, MEMORY, SELFIE",0,0,0
384,"ALTAR, RELIQUARY, SHRINE, TEMPLE, FELIX, GARFIELD, SYLVESTER, TOM, CALVIN, CHESTER, GROVER, HARRY, ABBEY, HIGH, ROCKY, SILK",3,9,2
385,"COLONY, HERD, PRIDE, SWARM, BAKED, BLAZED, HIGH, LIT, BIO, CHEM, GOV, STATS, CLASS, DOMAIN, FAMILY, ORDER",2,5,2
386,"KEYBOARD, MONITOR, MOUSE, SPEAKER, GERBIL, HAMSTER, RAT, VOLE, HARP, HORN, ORGAN, TRIANGLE, CARP, GRIPE, GROUSE, MOAN",4,10,4
387,"HERO, HOAGIE, GRINDER, SUB, BUMBLE, HINGE, MATCH, TINDER, BLADE, LOST BOYS, NEAR DARK, TWILIGHT, ANT, DRIVER, SCOTT, WEST",4,10,3
388,"FOOT, INCH, MILE, YARD, ACRYLIC, OIL, TEMPERA, WATERCOLOR, FALAFEL, KATSU, SAMOSA, SCHNITZEL, DIM, NICK, PEN, QUART",4,10,3
389,"AUNT, COUSIN, MOTHER, NEPHEW, DAFFY, KOOKY, QUIRKY, WACKY, DAISY, DEWEY, DONALD, SCROOGE, ALARM, BIOLOGICAL, CUCKOO, GRANDFATHER",2,5,2
390,"CORDUROY, DENIM, LINEN, TWEED, GHOST, PHANTOM, SPECTER, SPIRIT, NEEDLE, POKE, RIB, TEASE, BEAST, GENIE, SCAR, STITCH",1,1,1
391,"DESERT, FOREST, GRASSLAND, TUNDRA, CHAMELEON, GECKO, IGUANA, MONITOR, COBRA, LOTUS, TREE, WARRIOR, CAN, CHA, GO, NAE",3,8,2
392,"CHICAGO, MUNICH, PHILADELPHIA, RIO, ALLURE, ELLE, GLAMOUR, W, BLIZZARD, CYCLONE, SQUALL, TORNADO, COSMOPOLITAN, HURRICANE, MANHATTAN, SCREWDRIVER",2,3,2
393,"BOAT, CAR, PLANE, TRAIN, KING, MAGIC, SUN, THUNDER, CHECKERS, OUTBACK, SONIC, SUBWAY, DAY, FLOYD, SABBATH, STRIPES",2,4,2
394,"GAS, LIQUID, PLASMA, SOLID, COPY, CUT, PASTE, UNDO, CRUSH, ROUT, SHELLAC, TRASH, LEAST, SLATE, STALE, TESLA",2,3,2
395,"FURIOUS, INCENSED, IRATE, LIVID, BANANA, CANARY, SCHOOL BUS, SUNFLOWER, BOOBY, GULL, PELICAN, PUFFIN, BEACH, BEASTIE, HARDY, LOST",4,10,3
396,"FINS, MASK, SNORKEL, TANK, COLON, COMMA, HYPHEN, PERIOD, BOLT, DASH, RACE, SPRINT, DOJA, FAT, HOUSE, JUNGLE",4,10,4
397,"DASANI, EVIAN, FIJI, VOSS, BREW, JAVA, JOE, MUD, CUBA, JAPAN, MALTA, PALAU, LUCKY, POP, SAM, TONY",4,10,3
398,"BASSOON, CLARINET, FLUTE, OBOE, CAP, COVER, LID, TOP, AVIATOR, CAT EYE, WAYFARER, WRAPAROUND, HARBOR, HARP, HOODED, MONK",4,10,3
399,"CLOCK, HOURGLASS, SUNDIAL, WATCH, BOB, CROP, PIXIE, SHAG, HERTZ, MOLE, NEWTON, SECOND, EVIL, J, NO, PEPPER",4,10,3
400,"ASH, CEDAR, MAPLE, PINE, HILL, MOUNTAIN, PLATEAU, VALLEY, EVERYTHING, ONION, PLAIN, POPPY, ELM, FEAR, JUMP, SESAME",0,0,0
401,"DOLPHIN, MANATEE, OTTER, SEAL, BRAKE, CHAIN, SADDLE, SPOKE, HAWK, MOVE, PEDDLE, VEND, CHIN, CUB, MALT, TONG",3,8,2
402,"KANGAROO, KOALA, WALLABY, WOMBAT, CHUNKY, CRUNCH, MARS, MOUNDS, CHEDDAR, DOUGH, PAPER, STACKS, EYE, GUN, MOLE RAT, TRUTH",4,10,4
403,"DIME, NICKEL, PENNY, QUARTER, IRON, LEAD, TIN, ZINC, CLOVER, HORSESHOE, MOON, RAINBOW, AGAIN, HALF, NECK, SO",4,10,3
404,"AROMA, BOUQUET, FRAGRANCE, SCENT, BLUES, COUNTRY, FUNK, SOUL, PAPER, ROCK, SCISSORS, SHOOT, BOAR, BUCK, BULL, JACK",3,8,3
405,"FERRY, JUNK, TUG, YACHT, CLUB, CUBAN, MELT, SUB, FLANK, LOIN, ROUND, SHANK, CHUCK, JOSH, ROB, SUE",2,3,2
406,"HEEL, LACE, SOLE, TONGUE, CLUE, RISK, SORRY, TROUBLE, BOND, HUNT, RYAN, SMART, BAND, CEMENT, DUCKIE, SOUL",2,3,2
407,"CUCUMBER, EGGPLANT, PEPPER, TOMATO, CONE, CUBE, PYRAMID, SPHERE, MAC, PAD, PHONE, POD, JOB, LIMA, MOBILE, POLISH",2,3,2
408,"BRONCO, COWBOY, PACKER, RAVEN, BOWTIE, ELBOW, SHELL, SPIRAL, HIP, KNEE, SHOULDER, WRIST, AIRPLANE, MOTHER, OKLAHOMA, THEM",1,1,1
409,"FLY, GNAT, MOTH, WASP, ADD, DIVIDE, MULTIPLY, SUBTRACT, TANG, TETRA, SKATE, SOLE, ALLEY, COOL, COPY, LAP",3,6,3
410,"BASHFUL, DOC, GRUMPY, HAPPY, GIF, PDF, TIFF, ZIP, EMU, KIWI, OSTRICH, PENGUIN, BANANA, COCONUT, MANGO, PINEAPPLE",2,7,2
411,"BERET, BOWLER, FEDORA, FEZ, HEART, KIDNEY, LIVER, LUNG, COVER, JACKET, PAGE, SPINE, ASS, KNIFE, POT, RABBIT",4,10,4
412,"DENMARK, GREECE, POLAND, PORTUGAL, COPY, ECHO, MIMIC, PARROT, CRUISE, HOLLAND, PETTY, WAITS, DILL, LIVID, MILD, MIX",1,2,1
413,"CHEESECAKE, FLAN, MOUSSE, TIRAMISU, DARN, FUDGE, HECK, SHOOT, ELEPHANT, HIPPO, NARWHAL, WARTHOG, HANDLEBAR, HORSESHOE, PENCIL, WALRUS",2,3,2
414,"BOUNTY, CRUNCH, HEATH, MILKY WAY, DREAMCAST, GENESIS, SWITCH, WII, ANVIL, COCHLEA, HAMMER, STIRRUP, BLINK, MAROON, SUM, U",4,10,3
415,"BEACH BOY, BEATLE, BYRD, MONKEE, DOUGIE, MACARENA, MASHED POTATO, TWIST, FORTUNE, ROLLING STONE, VOGUE, WIRED, CHAIN, GOLF COURSE, SAUSAGE, WEBSITE",0,0,0
416,"BOXER, DALMATIAN, HUSKY, POODLE, BEAK, MUZZLE, SNOUT, TRUNK, DETOUR, SLOW, STOP, YIELD, ASLEEP, BARRIER, BITE, WAVE",4,10,3
417,"JAZZ, POP, PUNK, RAP, CHROME, EDGE, OPERA, SAFARI, AMY, BETH, JO, MEG, BABY, JON, KIM, WAYNE",2,7,1
418,"BARLEY, OAT, RYE, SPELT, BARON, EARL, KING, PRINCE, BROWN, DUKE, HOWARD, RICE, BONG, FORD, LEE, STONE",1,1,1
419,"CREAM, EGGSHELL, IVORY, VANILLA, CRUCIFIX, GARLIC, MIRROR, STAKE, BEEF, PORK, POULTRY, VENISON, ROW, QUARREL, SPAT, TIFF",4,10,4
420,"LAT, PEC, QUAD, TRI, CUP, MEDAL, RIBBON, TROPHY, GREY, HOUSE, HOWSER, QUINN, BEAR, BILL, BROWN, COMMANDER",2,5,2
421,"ASCOT, BOLO, SCARF, TIE, BOW, PORT, STARBOARD, STERN, ALL, ERA, GAIN, TIDE, ACUTE, BERMUDA, LOVE, RIGHT",2,3,2
422,"AMERICANO, CAPPUCCINO, ESPRESSO, LATTE, ALMOND, CASHEW, PECAN, WALNUT, EMERALD, FOREST, KELLY, OLIVE, BEAN, CLEAN, FOX, PEANUT",2,4,2
423,"CAW, CHIRP, CLUCK, TWEET, BROWN, PINK, TURQUOISE, VIOLET, LURE, REEL, ROD, TACKLE, HOOK, JONES, SILVER, SPARROW",1,1,1
424,"BUNK, CANOPY, MURPHY, TRUNDLE, JONAS, MARX, WARNER, WRIGHT, ACCORD, CIVIC, PASSPORT, PILOT, CRASH, LINK, MARIO, SONIC",3,7,3
425,"FRONTIER, SPIRIT, UNITED, VIRGIN, BETA, CHI, DELTA, IOTA, GNAT, GNAW, GNOCCHI, GNOME, GNU, KNEW, NEW, NU",2,5,2
426,"FLOCK, PACK, POD, SCHOOL, ENVY, GREED, LUST, PRIDE, LORIS, SLOTH, SNAIL, TORTOISE, COT, SEC, SIN, TAN",4,10,3
427,"CARDAMOM, CLOVE, CORIANDER, CUMIN, BOO, HONEY, SUGAR, SWEETIE, AIRPLANE, ANGEL, BIRD, PEGASUS, BABY, GINGER, POSH, SCARY",1,1,1
428,"DATE, KIWI, LEMON, ORANGE, CHAD, GEORGIA, JORDAN, TOGO, CRANE, JAY, SWALLOW, TURKEY, FISH, GOAT, SCALES, TWINS",1,1,1
429,"CRICKET, FENCING, POLO, SQUASH, CAMI, HALTER, TANK, TEE, BEET, CARROT, CORN, ONION, ANT, BEETLE, MANTIS, TERMITE",4,10,4
430,"BACKGAMMON, CHECKERS, CHESS, GO, FULL, KING, QUEEN, TWIN, CHERRY, FIRE TRUCK, RUBY, STOP SIGN, CRYPTOGRAPHY, FLORIDA, LOCKSMITH, PIANO",2,4,2
431,"ANKLE, KNEE, SHIN, THIGH, CALF, CUB, JOEY, KID, CAN, HEAD, JOHN, THRONE, CRAY, JELLY, SILVER, STAR",2,6,2
432,"BOARDWALK, CHANCE, GO, JAIL, BABY, MIDNIGHT, POWDER, ROYAL, COMMON, FUTURE, ICE CUBE, Q-TIP, SEA, SIN, SISTER, WONDER",1,1,1
433,"HULU, NETFLIX, PEACOCK, PRIME, KETCHUP, MAYO, RELISH, TARTAR, BLUE, DOWN, GLUM, LOW, GREEN, MUSTARD, PLUM, SCARLET",1,3,1
434,"ADIDAS, NIKE, PUMA, REEBOK, CABARET, CAROUSEL, CATS, CHICAGO, DUST, MOP, SWEEP, VACUUM, BAT, IRON, SPIDER, SUPER",3,6,3
435,"CHEEK, EYE, MOUTH, NOSE, CHOW, GOBBLE, SCARF, WOLF, LAB, PEKE, PIT, POM, AMIGO, KING, STOOGE, TENOR",1,1,1
436,"BOOT, LOAFER, PUMP, SNEAKER, FOOT, LEAGUE, MILE, YARD, ESSENCE, PEOPLE, TIME, US, ARE, QUEUE, SEA, WHY",2,3,2
